rank,profile_id,rating,name,highest_rating,streak,lowest_streak,highest_streak,games,wins,losses,drops,last_match,last_match_time
6462,1015732,1237,luramu,1326.0,-1,-4.0,6.0,185,97,88,3,1593424309,1593424309
6463,958023,1237,[CARPETS] J_Durden,1287.0,2,-6.0,5.0,99,51,48,0,1592591390,1592591390
6464,828513,1237,Snowy,1286.0,2,-7.0,6.0,308,163,145,2,1594693599,1594693599
6465,810006,1237,Ignorance is Bliss,1251.0,-1,-2.0,5.0,33,20,13,0,1594552151,1594552151
6466,756611,1237,Comfsolo,1268.0,-2,-2.0,6.0,45,27,18,0,1594144291,1594144291
6467,752041,1237,Nein,1238.0,1,-2.0,8.0,42,29,13,2,1593623086,1593623086
6468,736955,1237,QuietBunny31187,1385.0,1,-6.0,9.0,34,18,16,0,1594080791,1594080791
6469,211910,1237,Shrucan,1252.0,-1,-4.0,6.0,89,51,38,2,1594564755,1594564755
6470,714444,1237,muggeklara,1301.0,1,-4.0,5.0,59,34,25,1,1594464473,1594464473
6471,249250,1237,Arashy,1237.0,4,-6.0,8.0,178,95,83,3,1592400847,1592400847
6472,238516,1237,ChinglandN,1238.0,2,-3.0,3.0,31,19,12,0,1594288860,1594288860
6473,2704154,1237,GigioGosu,1255.0,4,-5.0,5.0,36,20,16,1,1594425530,1594425530
6474,2502768,1237,gerbel4733,1268.0,1,-5.0,6.0,107,60,47,1,1594533699,1594533699
6475,386612,1237,Snrcrackles,1237.0,3,-7.0,7.0,146,78,68,0,1594393563,1594393563
6476,2353770,1237,Pepe,1237.0,1,-2.0,4.0,34,21,13,0,1592525867,1592525867
6477,2211413,1237,Magyar_Krispy,1237.0,1,-4.0,7.0,77,47,30,0,1593806103,1593806103
6478,2128432,1237,jf,1237.0,3,-3.0,4.0,107,55,52,0,1594662477,1594662477
6479,2049155,1237,Droopy,1321.0,-2,-4.0,6.0,183,96,87,0,1594067989,1594067989
6480,221929,1237,Kunsito,1268.0,1,-4.0,4.0,64,37,27,0,1594317762,1594317762
6481,1945140,1237,papagei,1284.0,1,-8.0,8.0,242,130,112,2,1594673465,1594673465
6482,220739,1237,Fahnenberg,1266.0,2,-5.0,4.0,117,63,54,0,1594408265,1594408265
6483,203773,1237,redKnight,1252.0,-1,-5.0,6.0,59,34,25,1,1594430631,1594430631
6484,1741518,1237,S_W_A_T,1336.0,-2,-9.0,10.0,505,256,249,7,1594694457,1594694457
6485,1721230,1237,sALADĪN,1304.0,-1,-8.0,9.0,874,447,427,5,1594665325,1594665325
6486,317275,1237,maynarda00,1307.0,2,-10.0,7.0,205,107,98,4,1594201335,1594201335
6487,1579236,1237,KralGero,1262.0,2,-6.0,5.0,127,69,58,3,1593210535,1593210535
6488,1433342,1237,Shabaner,1286.0,1,-4.0,4.0,70,38,32,2,1594331626,1594331626
6489,1374835,1237,DavisB,1359.0,-1,-6.0,6.0,100,52,48,2,1592773985,1592773985
6490,1365263,1237,Eremuz,1291.0,1,-7.0,9.0,120,64,56,2,1594502950,1594502950
6491,1363594,1237,hibiki,1237.0,6,6.0,6.0,10,8,2,0,1594289274,1594289274
6492,298740,1237,Essdee,1237.0,1,-3.0,7.0,66,42,24,8,1594320883,1594320883
6493,216415,1237,canibalsss,1410.0,-1,-9.0,9.0,722,364,358,23,1594597401,1594597401
6494,1314776,1237,jutopi,1237.0,2,-5.0,5.0,123,70,53,2,1594680889,1594680889
6495,1250067,1237,Orangemarmelade,1237.0,5,-3.0,5.0,81,47,34,4,1593474778,1593474778
6496,1111416,1236,Pumee25,1249.0,2,-3.0,7.0,97,57,40,11,1593710737,1593710737
6497,282789,1236,[DMGL] AL,1299.0,1,-5.0,7.0,70,40,30,1,1594513457,1594513457
6498,929872,1236,FXavierW,1293.0,-3,-6.0,8.0,482,250,232,4,1594409210,1594409210
6499,263367,1236,El tapicero,1236.0,3,-3.0,6.0,49,31,18,0,1594565859,1594565859
6500,781138,1236,OwO,1280.0,-3,-5.0,5.0,53,30,23,5,1594361381,1594361381
6501,733868,1236,Lord Yakup,1405.0,-3,-7.0,26.0,668,371,297,41,1594581525,1594581525
6502,608366,1236,PTL_Dutchie,1237.0,1,-3.0,5.0,22,12,10,0,1594550912,1594550912
6503,608342,1236,Megiago,1254.0,-1,-8.0,7.0,280,149,131,8,1594662628,1594662628
6504,525970,1236,proa8021653,1236.0,2,-6.0,12.0,159,84,75,3,1594604596,1594604596
6505,426628,1236,BOOMBOOMNOLOOM,1408.0,1,-7.0,8.0,201,103,98,2,1594615561,1594615561
6506,2892311,1236,max303303,1278.0,-2,-5.0,3.0,49,27,22,0,1594529567,1594529567
6507,227840,1236,ab.su.rd,1240.0,1,-6.0,5.0,90,49,41,10,1593547641,1593547641
6508,2649334,1236,GetSomeb00by,1311.0,2,-6.0,7.0,182,93,89,1,1594603681,1594603681
6509,225169,1236,eepi,1251.0,-1,-6.0,5.0,114,63,51,0,1594658589,1594658589
6510,2453865,1236,cS,1312.0,1,-5.0,3.0,36,20,16,0,1594591097,1594591097
6511,384876,1236,Tee,1265.0,5,-3.0,5.0,32,19,13,0,1593794686,1593794686
6512,2425246,1236,Jandrak,1265.0,-2,-4.0,7.0,197,105,92,1,1594588143,1594588143
6513,364419,1236,Senpaiivor,1278.0,-1,-4.0,5.0,103,51,52,0,1594656700,1594656700
6514,1875166,1236,Batpapou,1297.0,-1,-3.0,4.0,35,20,15,1,1593703422,1593703422
6515,336655,1236,Baratticus,1309.0,4,-8.0,4.0,37,17,20,0,1593968363,1593968363
6516,335953,1236,VosQuibQuib,1307.0,1,-6.0,7.0,288,152,136,7,1594551275,1594551275
6517,322026,1236,Horus,1236.0,9,-4.0,9.0,43,26,17,1,1593218264,1593218264
6518,1539085,1236,Gecko,1298.0,1,-7.0,6.0,249,132,117,0,1594254456,1594254456
6519,292761,1236,_redy,1270.0,3,-8.0,5.0,94,52,42,10,1594585737,1594585737
6520,215565,1236,Meynar,1251.0,1,-5.0,5.0,41,21,20,0,1594666027,1594666027
6521,1203116,1236,mausrr,1279.0,-2,-2.0,5.0,18,12,6,0,1592948078,1592948078
6522,287007,1236,B4d_HabiT,1272.0,2,-7.0,7.0,675,343,332,13,1594670067,1594670067
6523,146162,1235,MANOSGR,1284.0,4,-7.0,8.0,154,78,76,2,1594518055,1594518055
6524,280387,1235,Cairne Bloodhoof,1253.0,1,-4.0,5.0,139,75,64,1,1592456390,1592456390
6525,274990,1235,Falco,1249.0,1,-3.0,9.0,33,21,12,1,1594027452,1594027452
6526,931842,1235,olebär,1365.0,2,-5.0,7.0,276,142,134,3,1593979391,1593979391
6527,264996,1235,Spartacus,1250.0,-1,-5.0,9.0,106,59,47,1,1593879596,1593879596
6528,256863,1235,THE LION,1249.0,-1,-5.0,8.0,86,46,40,1,1593449935,1593449935
6529,212170,1235,Wumbo92,1238.0,1,-2.0,3.0,30,18,12,0,1594500332,1594500332
6530,693250,1235,Atanarjuat,1302.0,1,-6.0,6.0,278,147,131,13,1594142538,1594142538
6531,668000,1235,Wh0op,1267.0,-3,-3.0,-2.0,11,8,3,0,1593371036,1593371036
6532,248123,1235,IamGenghisKhan,1345.0,-1,-6.0,6.0,228,120,108,4,1594008442,1594008442
6533,246031,1235,Jabob,1317.0,1,-4.0,7.0,232,120,112,5,1594121168,1594121168
6534,603694,1235,kswing1314,1360.0,-1,-6.0,3.0,24,14,10,0,1594672845,1594672845
6535,572248,1235,ImNotTheMax,1311.0,6,-6.0,6.0,157,82,75,2,1594627286,1594627286
6536,475735,1235,dcc244,1265.0,-2,-5.0,6.0,161,87,74,5,1594215085,1594215085
6537,467350,1235,Sirean_army,1345.0,-1,-7.0,5.0,31,16,15,0,1593723602,1593723602
6538,2930904,1235,TW_OldGuy,1410.0,-3,-7.0,10.0,31,16,15,0,1593919582,1593919582
6539,2929043,1235,Galdrieur,1320.0,1,-8.0,5.0,60,32,28,0,1594621565,1594621565
6540,2906649,1235,Sowa,1235.0,2,-1.0,2.0,12,9,3,0,1594592161,1594592161
6541,2885221,1235,Micheal Sikkofield,1235.0,3,-6.0,7.0,128,69,59,1,1594595266,1594595266
6542,2856649,1235,DanferWalker,1275.0,3,-3.0,4.0,44,25,19,0,1594564634,1594564634
6543,2660791,1235,After Dark,1283.0,3,-8.0,4.0,174,90,84,2,1594581714,1594581714
6544,2512596,1235,KingHenryIV (nomad legend),1345.0,-4,-4.0,1.0,15,6,9,0,1594258524,1594258524
6545,2428298,1235,Hus Carlé,1333.0,-3,-6.0,5.0,227,114,113,4,1594693783,1594693783
6546,2276159,1235,Mr. Clean,1235.0,13,2.0,13.0,21,16,5,0,1592332559,1592332559
6547,347248,1235,joe,1311.0,-1,-7.0,5.0,52,30,22,0,1592869500,1592869500
6548,206057,1235,PeterPanda☆,1236.0,2,-6.0,5.0,68,38,30,1,1594666733,1594666733
6549,1925777,1235,alexcellent,1294.0,2,-6.0,5.0,146,76,70,2,1594657516,1594657516
6550,1879709,1235,Prenshector!,1268.0,-2,-8.0,6.0,225,119,106,6,1593602550,1593602550
6551,1792702,1235,BigPaella,1366.0,-1,-6.0,4.0,36,12,24,0,1594399453,1594399453
6552,1790540,1235,evansjo555,1285.0,3,-3.0,3.0,39,22,17,0,1594002036,1594002036
6553,1785301,1235,ORIH,1363.0,-6,-6.0,4.0,27,15,12,0,1592443725,1592443725
6554,1759875,1235,Frank Underwood,1250.0,1,-4.0,7.0,111,65,46,1,1594073352,1594073352
6555,1690140,1235,山田君的盯裆兔,1235.0,3,-3.0,9.0,51,32,19,1,1594373829,1594373829
6556,1665135,1235,Justin Tyme,1361.0,-2,-4.0,3.0,40,21,19,0,1594169362,1594169362
6557,1467524,1235,fengyiwui,1433.0,1,-9.0,7.0,862,433,429,17,1594486833,1594486833
6558,1442217,1235,Waddafak,1326.0,-1,-6.0,10.0,432,223,209,13,1594047408,1594047408
6559,1394359,1235,torontofsc,1250.0,2,-5.0,7.0,169,91,78,7,1594525229,1594525229
6560,1326587,1235,abyssquack,1283.0,3,-5.0,5.0,24,15,9,0,1593654641,1593654641
6561,281769,1234,derquatze,1234.0,2,-5.0,5.0,78,45,33,3,1594072602,1594072602
6562,1087188,1234,特寫不要晃,1249.0,-1,-4.0,6.0,67,38,29,0,1594371844,1594371844
6563,1063445,1234,Awkward_Otter,1257.0,-1,-3.0,5.0,16,11,5,0,1592301498,1592301498
6564,944183,1234,Morgan,1250.0,-1,-2.0,7.0,43,28,15,4,1594471772,1594471772
6565,931546,1234,[KGS]Reaper,1280.0,-3,-4.0,6.0,32,16,16,0,1593898932,1593898932
6566,920341,1234,Mad cow,1402.0,1,-7.0,6.0,261,133,128,2,1594576858,1594576858
6567,834514,1234,tobx,1280.0,-1,-6.0,7.0,443,225,218,9,1594567784,1594567784
6568,800739,1234,Flamechaos,1316.0,1,-4.0,3.0,17,11,6,0,1593887419,1593887419
6569,252996,1234,JARV,1248.0,1,-7.0,8.0,122,68,54,1,1594548198,1594548198
6570,674280,1234,Benjamin der Kriegselefant,1234.0,2,-6.0,8.0,828,422,406,12,1594655101,1594655101
6571,658281,1234,Papzak,1287.0,-2,-5.0,4.0,71,38,33,1,1594635306,1594635306
6572,626219,1234,d4Nightf6,1326.0,-2,-11.0,7.0,641,332,309,66,1594561765,1594561765
6573,572392,1234,Autumn Sky,1248.0,-1,-2.0,8.0,47,32,15,4,1593787865,1593787865
6574,569760,1234,gubul,1252.0,-1,-6.0,7.0,353,183,170,10,1594561321,1594561321
6575,1435,1234,NightF0X,1234.0,2,-5.0,11.0,159,87,72,8,1592910036,1592910036
6576,3048638,1234,crustycurry,1271.0,1,-3.0,4.0,38,22,16,0,1594694146,1594694146
6577,228707,1234,tolyandre,1336.0,-1,-5.0,9.0,729,372,357,11,1594574658,1594574658
6578,2822034,1234,Muirwoo,1235.0,1,-7.0,6.0,158,83,75,17,1594637439,1594637439
6579,2819439,1234,Asterix,1263.0,2,-3.0,6.0,35,21,14,2,1594674120,1594674120
6580,227810,1234,marktt,1300.0,1,-8.0,7.0,447,229,218,8,1594559258,1594559258
6581,2722228,1234,Andy Lubitz Gaming,1250.0,1,-3.0,8.0,97,54,43,1,1594575659,1594575659
6582,2624676,1234,Schrimps mit Reis,1234.0,2,-2.0,3.0,25,15,10,0,1593516300,1593516300
6583,2598794,1234,YoNoSeJugar,1267.0,1,-3.0,3.0,73,40,33,2,1594598551,1594598551
6584,2563284,1234,g15153655666,1239.0,1,-1.0,4.0,12,9,3,0,1594561250,1594561250
6585,2454190,1234,色,1248.0,-1,-6.0,4.0,81,44,37,0,1594416339,1594416339
6586,386003,1234,Big_Manu,1234.0,1,1.0,1.0,10,8,2,0,1594310665,1594310665
6587,2427174,1234,Kergin,1234.0,2,-3.0,6.0,47,28,19,0,1594496759,1594496759
6588,2412823,1234,PaulMac,1314.0,-1,-5.0,4.0,55,30,25,0,1593934632,1593934632
6589,378056,1234,Open,1266.0,-2,-6.0,6.0,170,94,76,5,1594207477,1594207477
6590,2249079,1234,YAW_Carma,1234.0,2,-1.0,2.0,12,9,3,0,1593882592,1593882592
6591,2030393,1234,ti dibrei,1311.0,-2,-6.0,5.0,115,58,57,0,1594652170,1594652170
6592,1961245,1234,felix.stamand,1246.0,2,-6.0,7.0,240,127,113,5,1594077896,1594077896
6593,1913468,1234,_ChIvO__,1416.0,2,-9.0,8.0,331,172,159,18,1594693039,1594693039
6594,1908686,1234,TheCobra,1252.0,1,-5.0,6.0,86,44,42,1,1594244287,1594244287
6595,1823600,1234,Jum,1234.0,2,-2.0,7.0,23,13,10,1,1594323789,1594323789
6596,1805200,1234,Radiankh,1250.0,-1,-5.0,5.0,57,34,23,0,1593980687,1593980687
6597,1635296,1234,pokka86,1234.0,3,-13.0,8.0,143,77,66,0,1593964773,1593964773
6598,320109,1234,Don't Google p*rn,1343.0,1,-9.0,8.0,440,226,214,4,1594688744,1594688744
6599,1595465,1234,Prottardo,1235.0,1,-5.0,5.0,162,88,74,2,1594663447,1594663447
6600,314886,1234,jj903199,1297.0,1,-5.0,5.0,172,89,83,3,1594693716,1594693716
6601,1563274,1234,Karabas,1327.0,1,-8.0,6.0,102,50,52,0,1593943882,1593943882
6602,309887,1234,Caidos101,1344.0,1,-10.0,8.0,491,256,235,8,1594652216,1594652216
6603,1314512,1234,Prince of Persia,1300.0,1,-7.0,8.0,761,386,375,21,1594398450,1594398450
6604,1313084,1234,mrceydezZ#♕,1262.0,-1,-5.0,6.0,187,97,90,4,1593470483,1593470483
6605,1239142,1234,Srgt Garcia,1262.0,1,-4.0,4.0,89,48,41,3,1594646044,1594646044
6606,1132074,1233,Cstroud1204,1263.0,-1,-1.0,4.0,12,9,3,0,1594530259,1594530259
6607,1032913,1233,JWeNz64,1244.0,1,-4.0,6.0,233,124,109,2,1593899812,1593899812
6608,276215,1233,Ubiquitous,1332.0,1,-5.0,7.0,231,121,110,1,1594355143,1594355143
6609,874457,1233,Eichelkäse Jack,1276.0,1,-4.0,6.0,115,63,52,1,1594331383,1594331383
6610,864690,1233,Faradred,1233.0,2,2.0,2.0,10,8,2,1,1593819504,1593819504
6611,212174,1233,the demororgon,1312.0,-5,-7.0,10.0,125,66,59,1,1594685218,1594685218
6612,582766,1233,DerAlteLu,1247.0,-1,-7.0,6.0,54,32,22,8,1594641396,1594641396
6613,240962,1233,/8MultiTimo,1233.0,1,-3.0,1.0,11,8,3,0,1593892161,1593892161
6614,457077,1233,VulcanCannon,1320.0,-1,-9.0,4.0,102,53,49,0,1594501631,1594501631
6615,453825,1233,Superelder,1295.0,2,-7.0,7.0,209,107,102,0,1594673082,1594673082
6616,230270,1233,NateDagon,1233.0,2,-1.0,3.0,19,11,8,1,1594060190,1594060190
6617,439607,1233,PasDePqQueDesPerfekts,1319.0,-3,-3.0,3.0,15,10,5,0,1594496113,1594496113
6618,2948023,1233,RevBC,1233.0,5,5.0,5.0,10,8,2,0,1594353036,1594353036
6619,2932663,1233,Bundolandes,1260.0,2,-3.0,2.0,20,13,7,1,1594230606,1594230606
6620,2832009,1233,The_Shadow,1281.0,-2,-2.0,3.0,32,19,13,0,1594436508,1594436508
6621,407976,1233,Swole Turtle,1260.0,-1,-3.0,5.0,48,29,19,3,1594363774,1594363774
6622,2575135,1233,(Cliff),1244.0,1,-6.0,6.0,153,83,70,1,1594588928,1594588928
6623,2546674,1233,armanghaemi,1264.0,-2,-6.0,8.0,129,69,60,1,1594645722,1594645722
6624,2524640,1233,SeBaGrOxX,1255.0,6,-7.0,6.0,38,24,14,1,1594421864,1594421864
6625,381143,1233,Shadow,1270.0,1,-4.0,6.0,110,63,47,1,1594665498,1594665498
6626,2289937,1233,NapoDoom,1265.0,1,-3.0,2.0,17,11,6,0,1594219013,1594219013
6627,2184277,1233,dkschrutte,1262.0,3,-7.0,8.0,659,334,325,9,1594676514,1594676514
6628,2043134,1233,Tranquility,1283.0,-1,-4.0,10.0,182,101,81,1,1593915336,1593915336
6629,1927435,1233,sapa578,1248.0,1,-6.0,9.0,468,242,226,0,1594555508,1594555508
6630,1831151,1233,Heds,1249.0,-1,-6.0,6.0,79,46,33,8,1592935263,1592935263
6631,334334,1233,McNuggets,1254.0,1,-3.0,3.0,41,21,20,0,1594566883,1594566883
6632,1713207,1233,actualmike1757,1236.0,1,-3.0,3.0,18,12,6,0,1594421577,1594421577
6633,320884,1233,ZeddY^,1258.0,1,-2.0,4.0,18,12,6,0,1594428219,1594428219
6634,1565509,1233,ampiflalo,1355.0,-3,-6.0,6.0,268,139,129,4,1594496759,1594496759
6635,1449781,1233,_OwNaGe_RaMpAgE_,1263.0,-2,-2.0,-1.0,11,8,3,0,1594007919,1594007919
6636,1381560,1233,Vurugg,1324.0,1,-8.0,10.0,953,484,469,7,1594681869,1594681869
6637,1341617,1233,Furryl4zard,1265.0,-2,-5.0,6.0,193,103,90,4,1594041804,1594041804
6638,1324847,1233,monsterV,1272.0,3,-7.0,5.0,131,71,60,1,1594424882,1594424882
6639,291652,1233,jorgepg4,1248.0,-1,-3.0,4.0,42,23,19,0,1594598914,1594598914
6640,1156201,1232,Lank,1270.0,-1,-4.0,6.0,87,48,39,6,1593091765,1593091765
6641,1068908,1232,woland,1353.0,1,-10.0,8.0,230,118,112,1,1593705744,1593705744
6642,92589,1232,MONOTRUCTOR,1257.0,1,-7.0,7.0,224,120,104,4,1594248301,1594248301
6643,116353,1232,tavoo,1255.0,1,-5.0,5.0,285,146,139,11,1594688179,1594688179
6644,860548,1232,Qube,1281.0,1,-7.0,5.0,66,36,30,1,1592990341,1592990341
6645,266016,1232,El-Jeff,1232.0,2,-6.0,6.0,268,143,125,15,1594478991,1594478991
6646,873098,1232,spectator,1233.0,1,-2.0,1.0,13,7,6,0,1593536608,1593536608
6647,213023,1232,[Inkas´A] TSC_Warsteiner,1248.0,-1,-5.0,6.0,64,37,27,1,1594394999,1594394999
6648,838278,1232,rath-sebi,1296.0,-8,-8.0,-6.0,12,3,9,0,1592858937,1592858937
6649,810914,1232,FofitoSpeed,1232.0,2,-5.0,8.0,77,44,33,4,1594668765,1594668765
6650,259284,1232,silas,1267.0,-1,-3.0,5.0,69,39,30,1,1594561880,1594561880
6651,787726,1232,SHIBITO BRAIN,1288.0,2,-6.0,9.0,343,177,166,6,1594413911,1594413911
6652,745867,1232,j0Er1,1262.0,-2,-5.0,9.0,178,96,82,4,1594404432,1594404432
6653,613512,1232,93rd,1326.0,2,-8.0,6.0,267,140,127,7,1594527997,1594527997
6654,40595,1232,Shougun,1292.0,-3,-7.0,6.0,122,65,57,1,1594669732,1594669732
6655,478120,1232,Abutre,1232.0,8,-4.0,9.0,57,35,22,3,1592942934,1592942934
6656,445787,1232,Alewig,1294.0,-2,-5.0,5.0,159,89,70,4,1594567020,1594567020
6657,2800019,1232,遊戲已經開始囉,1248.0,-1,-5.0,7.0,137,76,61,4,1594639309,1594639309
6658,2749039,1232,JDWTZ,1248.0,1,-3.0,3.0,20,13,7,0,1593504943,1593504943
6659,2281770,1232,Lorenzo de' Medici,1285.0,-2,-7.0,8.0,383,200,183,4,1594686041,1594686041
6660,2176049,1232,Thoric,1419.0,2,-12.0,7.0,38,19,19,0,1594485590,1594485590
6661,2051728,1232,AnubiS,1232.0,2,-4.0,5.0,96,53,43,1,1594662503,1594662503
6662,2033976,1232,Mannaus,1354.0,3,-11.0,7.0,233,120,113,4,1593772410,1593772410
6663,2008741,1232,Misari,1232.0,6,-1.0,6.0,25,17,8,0,1594588249,1594588249
6664,350049,1232,RŜ.,1252.0,4,-8.0,11.0,425,229,196,4,1594629540,1594629540
6665,1818696,1232,noizmaker,1250.0,5,-5.0,6.0,64,37,27,3,1594663114,1594663114
6666,26390,1232,DuZaiZai,1240.0,2,-5.0,5.0,55,31,24,0,1594542816,1594542816
6667,1654167,1232,ElLittleRiver,1288.0,1,-5.0,4.0,91,45,46,0,1593987027,1593987027
6668,1523278,1232,Scott,1408.0,1,-7.0,8.0,1003,505,498,9,1594573549,1594573549
6669,1496009,1232,Chløe,1329.0,-1,-6.0,3.0,31,17,14,0,1594682970,1594682970
6670,1426580,1232,KING_Gilgamesh,1283.0,-1,-6.0,5.0,81,45,36,0,1592389524,1592389524
6671,40901,1232,[mPzzA] Dafo,1248.0,5,-6.0,6.0,116,65,51,9,1593378869,1593378869
6672,1328264,1232,azt,1290.0,-2,-2.0,1.0,13,5,8,0,1594167647,1594167647
6673,282708,1231,Liamsoz95,1247.0,1,-6.0,6.0,345,184,161,4,1594569040,1594569040
6674,282436,1231,Glo Up Panda,1242.0,1,-3.0,8.0,64,38,26,0,1594592265,1594592265
6675,1055575,1231,david100691,1302.0,2,-5.0,3.0,28,16,12,0,1592761600,1592761600
6676,1024671,1231,Amaterasu,1274.0,-2,-3.0,3.0,19,12,7,0,1594519223,1594519223
6677,904949,1231,Armi[N]vB,1349.0,-1,-4.0,7.0,118,65,53,1,1594244056,1594244056
6678,891049,1231,Alexaga77,1264.0,-1,-7.0,8.0,83,45,38,2,1593658306,1593658306
6679,841345,1231,PYRO,1335.0,-4,-4.0,2.0,20,5,15,0,1593735503,1593735503
6680,259675,1231,Michael,1316.0,-1,-8.0,6.0,298,157,141,3,1594227890,1594227890
6681,795077,1231,Nerz,1260.0,-1,-4.0,10.0,48,28,20,0,1593521118,1593521118
6682,257692,1231,geteq,1324.0,-3,-11.0,9.0,903,461,442,19,1593627005,1593627005
6683,677776,1231,sertgoboy,1247.0,-1,-7.0,8.0,234,124,110,4,1594485310,1594485310
6684,636359,1231,huevo_:v,1248.0,1,-3.0,7.0,96,54,42,17,1594518299,1594518299
6685,600810,1231,Fake Meat,1231.0,1,-3.0,9.0,62,40,22,1,1592588539,1592588539
6686,580769,1231,Donkey Kong,1333.0,2,-4.0,5.0,69,38,31,1,1594363209,1594363209
6687,549240,1231,salvabirras,1374.0,-7,-7.0,8.0,356,181,175,4,1594665298,1594665298
6688,463542,1231,LordVolleymort,1231.0,2,-6.0,5.0,226,123,103,0,1593976709,1593976709
6689,231660,1231,oduarde,1231.0,7,-6.0,7.0,101,56,45,0,1593747843,1593747843
6690,441268,1231,[31] 民選總統小英,1231.0,5,-12.0,5.0,56,28,28,0,1594650143,1594650143
6691,2994012,1231,African White Space Christ!,1276.0,1,-4.0,4.0,26,16,10,0,1594677139,1594677139
6692,2945466,1231,moltana,1334.0,-1,-5.0,4.0,48,26,22,0,1594674928,1594674928
6693,426115,1231,Sakasama.com,1245.0,-1,-2.0,6.0,24,16,8,1,1593310879,1593310879
6694,2916225,1231,KKDUDE,1231.0,8,-2.0,8.0,21,15,6,0,1593973720,1593973720
6695,334969,1231,Warlpiri Wizard,1251.0,3,-6.0,8.0,170,91,79,7,1594628345,1594628345
6696,2542803,1231,[Inkas'A] El Rey Lagarto,1337.0,2,-5.0,6.0,60,31,29,3,1594688766,1594688766
6697,2538761,1231,hank1,1251.0,1,-2.0,3.0,33,20,13,1,1594495262,1594495262
6698,2477824,1231,LITERALLY DYING FAM LMAO,1231.0,1,-2.0,1.0,11,8,3,0,1593807838,1593807838
6699,2437779,1231,savsatli,1240.0,4,-5.0,7.0,203,111,92,4,1594519067,1594519067
6700,2408344,1231,JotaGomez,1231.0,3,-6.0,9.0,155,83,72,1,1594431894,1594431894
6701,382921,1231,dippiiduu,1290.0,-4,-7.0,8.0,208,112,96,5,1594660383,1594660383
6702,382573,1231,Murturul,1231.0,4,-5.0,5.0,75,41,34,1,1593880141,1593880141
6703,382413,1231,Blomqvist,1231.0,9,-4.0,9.0,81,45,36,1,1592400510,1592400510
6704,224474,1231,deev,1327.0,-1,-6.0,8.0,330,174,156,3,1594690624,1594690624
6705,380545,1231,Tschuli,1304.0,-1,-4.0,5.0,111,59,52,16,1593440711,1593440711
6706,2363503,1231,capital_V,1311.0,-4,-5.0,9.0,306,156,150,0,1594397378,1594397378
6707,2293157,1231,ELO is overrated,1237.0,1,-5.0,4.0,64,35,29,1,1594661808,1594661808
6708,2221276,1231,Rik,1347.0,-3,-3.0,5.0,25,14,11,0,1593521509,1593521509
6709,366232,1231,Glacier,1301.0,1,-3.0,5.0,29,16,13,2,1593628954,1593628954
6710,2147292,1231,Orange Hulk,1261.0,-1,-7.0,7.0,259,135,124,19,1594424005,1594424005
6711,345624,1231,Vekenification,1347.0,-2,-6.0,7.0,430,220,210,8,1594403740,1594403740
6712,62477,1231,Robdigidy,1266.0,1,-6.0,10.0,63,34,29,0,1594624196,1594624196
6713,1867826,1231,Fruchtoase,1247.0,-1,-6.0,5.0,152,79,73,0,1594571282,1594571282
6714,1798437,1231,Jenes Bookwood,1247.0,1,-2.0,6.0,31,20,11,1,1594682823,1594682823
6715,1765738,1231,red_bod,1231.0,-2,-2.0,-2.0,10,4,6,0,1593322118,1593322118
6716,1740805,1231,CleverTacticButFail,1234.0,1,-5.0,11.0,178,92,86,11,1594682295,1594682295
6717,321851,1231,BarbarossaXD,1324.0,1,-7.0,8.0,213,112,101,5,1594467156,1594467156
6718,321107,1231,gleitgelvogel,1300.0,1,-5.0,8.0,170,90,80,2,1594331758,1594331758
6719,1584050,1231,AYAYA,1320.0,2,-8.0,5.0,156,80,76,0,1593857250,1593857250
6720,218267,1231,姆Q,1264.0,-2,-2.0,3.0,28,14,14,0,1593872116,1593872116
6721,11336,1231,WESTEROS,1265.0,2,-5.0,7.0,288,148,140,3,1592873383,1592873383
6722,1399563,1231,LawLer,1236.0,7,-7.0,7.0,121,64,57,1,1593226984,1593226984
6723,296875,1231,Lord Smegerson,1258.0,1,-6.0,9.0,256,137,119,7,1593561402,1593561402
6724,292436,1231,Recluta4!,1255.0,-1,-1.0,4.0,21,9,12,0,1593971477,1593971477
6725,1172553,1230,WololoWitek,1245.0,-1,-7.0,8.0,94,54,40,2,1593293633,1593293633
6726,1125627,1230,djholmess,1260.0,1,-3.0,8.0,58,34,24,0,1592333753,1592333753
6727,281461,1230,Saint-Pépin de Constant,1262.0,2,-5.0,5.0,35,21,14,0,1594689124,1594689124
6728,278329,1230,willdbeast,1353.0,-4,-8.0,8.0,234,123,111,11,1592939424,1592939424
6729,18224,1230,ttv-7necron7,1240.0,3,-6.0,6.0,510,261,249,4,1594404292,1594404292
6730,1007380,1230,alejandro-da-silva,1230.0,3,-4.0,5.0,214,112,102,9,1592590799,1592590799
6731,979776,1230,yagyesh1208,1302.0,1,-7.0,9.0,1098,557,541,58,1594663033,1594663033
6732,271131,1230,Matty_McMatty,1263.0,3,-4.0,6.0,131,70,61,1,1592359807,1592359807
6733,264261,1230,✪ KracKen,1244.0,1,-6.0,6.0,76,44,32,1,1594663206,1594663206
6734,730268,1230,kin,1261.0,-2,-2.0,4.0,31,16,15,0,1593876288,1593876288
6735,249363,1230,CristobalHH,1257.0,-1,-1.0,2.0,17,11,6,0,1593845634,1593845634
